index,id,caused_delay_time,replication,scenario,number_of_vehicles
0,2189,82939.94413958026,3,8,5516.0
1,2694,36021.52391506797,3,8,2396.0
2,3272,3517.195261370281,3,8,1634.0
3,1568,11911.22197715427,3,8,5527.0
4,2342,25300.98841785088,3,8,1681.0
5,3278,109923.83177973883,3,8,1633.0
6,2916,54968.25557756556,3,8,816.0
7,2133,223783.58053444212,3,8,3319.0
8,31,269760.6404506453,3,8,7191.0
9,1596,11862.56183888421,3,8,5521.0
10,1927,218527.6141813852,3,8,3245.0
11,1302,33112.715815830525,3,8,2200.0
12,1580,11924.098411869227,3,8,5521.0
13,616,1433.6565622385735,3,8,666.0
14,1677,15288.58206648561,3,8,222.0
15,1610,204174.43776566425,3,8,5512.0
16,2215,204430.9914691138,3,8,5504.0
17,2621,20020.692076963438,3,8,1340.0
18,2348,25322.524588125987,3,8,1680.0
19,636,9993.83045197328,3,8,666.0
20,2736,33376.17155176337,3,8,2212.0
21,1501,2745.74267590031,3,8,1287.0
22,274,4316.895749343501,3,8,2009.0
23,1509,86892.48201631539,3,8,1286.0
24,168,14774.044304028606,3,8,6846.0
25,551,6840.413449512267,3,8,3163.0
26,1312,4712.4331524988465,3,8,2195.0
27,3109,2177.2478068346254,3,8,1013.0
28,280,4322.291433024278,3,8,2008.0
29,2742,33024.826182235425,3,8,2205.0
30,61,267677.64790019783,3,8,7141.0
31,1314,4718.362734053601,3,8,2193.0
32,174,102824.89346365313,3,8,6842.0
33,284,29800.795157836335,3,8,2008.0
34,2356,24929.25736646358,3,8,1676.0
35,1316,4697.007303176625,3,8,2189.0
36,2219,82404.69620285498,3,8,5481.0
37,680,1409.9599332328069,3,8,663.0
38,1626,11856.497324699465,3,8,5485.0
39,3173,15178.980588954444,3,8,1009.0
40,2368,25107.009418978727,3,8,1673.0
41,1332,4700.131538031135,3,8,2184.0
42,192,14706.946689636128,3,8,6821.0
43,2225,81958.58482601328,3,8,5469.0
44,1644,11811.535365040143,3,8,5475.0
45,314,134352.29922449938,3,8,2001.0
46,1683,475.77695191913233,3,8,222.0
47,1350,4713.550137455785,3,8,2183.0
48,210,14630.159689497807,3,8,6811.0
49,1666,11727.595377432222,3,8,5466.0
50,218,14688.391063138577,3,8,6805.0
51,2420,24965.217996954332,3,8,1671.0
52,2920,1750.5398080153832,3,8,806.0
53,738,44447.52122423791,3,8,659.0
54,2231,81920.82687103316,3,8,5456.0
55,1709,15246.095727510256,3,8,221.0
56,2157,49154.18871987755,3,8,3289.0
57,3205,2193.8043953796187,3,8,1006.0
58,1370,32847.81391312647,3,8,2181.0
59,2922,1747.1048308348747,3,8,806.0
60,2790,81678.17684321386,3,8,2195.0
61,3223,67756.56206659603,3,8,1004.0
62,3286,3469.193105852543,3,8,1615.0
63,2851,900.7381306574808,3,8,415.0
64,2428,3585.204916685077,3,8,1667.0
65,1987,48065.35425874514,3,8,3204.0
66,93,15281.89343513225,3,8,7081.0
67,2454,61271.58145735929,3,8,1666.0
68,2863,898.2321516265163,3,8,415.0
69,2237,81613.83484302585,3,8,5444.0
70,1531,2765.8810536153396,3,8,1275.0
71,2964,53708.50636791473,3,8,805.0
72,1400,4707.48607712132,3,8,2175.0
73,2891,28113.06486649903,3,8,413.0
74,2253,81433.28579496234,3,8,5428.0
75,1416,145740.61609731684,3,8,2172.0
76,1559,2736.082469600514,3,8,1274.0
77,332,4249.364889540979,3,8,1983.0
78,2263,81402.2669999129,3,8,5414.0
79,336,29739.99575520052,3,8,1982.0
80,2814,4698.996463009555,3,8,2182.0
81,2468,112621.10278391094,3,8,1657.0
82,2071,6853.055110235901,3,8,3192.0
83,2075,47346.71770614307,3,8,3189.0
84,2271,81023.9161593656,3,8,5402.0
85,1713,459.6383648008787,3,8,218.0
86,346,4240.245724979614,3,8,1977.0
87,1733,456.72532210514214,3,8,218.0
88,382,4256.074850503443,3,8,1976.0
89,1735,14755.852776763637,3,8,218.0
90,2097,215021.5362686447,3,8,3173.0
91,398,29624.251806054257,3,8,1974.0
92,2295,11554.124016671985,3,8,5384.0
93,2893,883.2332291929041,3,8,410.0
94,758,9994.04551157068,3,8,655.0
95,2317,11596.110297569072,3,8,5383.0
96,2319,11588.281127895661,3,8,5382.0
97,400,29393.994365071034,3,8,1970.0
98,790,24244.599824725152,3,8,652.0
99,2998,1729.9275120735585,3,8,800.0
100,2500,3517.8802214742013,3,8,1638.0
101,2514,24577.586872354255,3,8,1637.0
102,794,9853.932104008152,3,8,649.0
103,796,9751.733800555363,3,8,646.0
104,2570,24435.021744784597,3,8,1634.0
105,456,4237.524519440039,3,8,1956.0
106,798,23737.379467905677,3,8,644.0
107,1759,451.8867945899735,3,8,213.0
108,1775,459.8385064525089,3,8,213.0
109,1783,3205.964609326608,3,8,213.0
110,818,1369.9838987817197,3,8,640.0
111,848,24248.588656532753,3,8,640.0
112,1789,14103.258378398155,3,8,213.0
113,852,23785.663503516313,3,8,637.0
114,904,42950.85222440838,3,8,635.0
115,1839,453.49291224203273,3,8,212.0
116,1873,454.1233151986142,3,8,212.0
117,1885,14437.207846501973,3,8,212.0
118,924,24323.96208481671,3,8,630.0
119,1889,14187.01753063998,3,8,211.0
120,938,42475.22263023835,3,8,626.0
121,952,41713.39411516309,3,8,619.0
122,964,9172.547125005432,3,8,615.0
123,972,1331.2056921171663,3,8,615.0
124,982,23333.338887586055,3,8,614.0
125,990,22484.995960380304,3,8,610.0
